"item","itemLabel","itemDescription"
"http://www.wikidata.org/entity/Q520573","Giovanni Battista Gaulli","Italian painter of the late Baroque (1639-1709)"
"http://www.wikidata.org/entity/Q522568","Paul Graham","English photographer"
"http://www.wikidata.org/entity/Q525646","Gillis van Coninxloo","Flemish painter"
"http://www.wikidata.org/entity/Q527001","Kenneth Noland","American artist (1924–2010)"
"http://www.wikidata.org/entity/Q528511","Antonio Saura","Spanish artist (1930-1998)"
"http://www.wikidata.org/entity/Q529612","Honoré Beaugrand","former mayor of Montreal, Quebec (1885-1887)"
"http://www.wikidata.org/entity/Q533275","Edward Percy Moran","American artist (1862-1935)"
"http://www.wikidata.org/entity/Q533859","Ker-Xavier Roussel","French painter (1867-1944)"
"http://www.wikidata.org/entity/Q537652","Antoni Clavé","costume designer"
"http://www.wikidata.org/entity/Q539036","Allaert van Everdingen","Dutch painter (1621-1675)"
"http://www.wikidata.org/entity/Q539786","Tiberio Tinelli","Italian painter (1586-1638)"
"http://www.wikidata.org/entity/Q545445","Bernar Venet","French sculptor"
"http://www.wikidata.org/entity/Q544264","Denys Calvaert","Flemish-Italian painter (1540-1619)"
"http://www.wikidata.org/entity/Q544646","Léon Cogniet","French painter (1794-1880)"
"http://www.wikidata.org/entity/Q548205","Hubert Robert","French painter (1733-1808)"
"http://www.wikidata.org/entity/Q549786","John Soane","British architect"
"http://www.wikidata.org/entity/Q551132","Jean-Baptiste Isabey","French painter (1767-1855)"
"http://www.wikidata.org/entity/Q554307","Joel-Peter Witkin","American photographer"
"http://www.wikidata.org/entity/Q551899","Tony Smith","American sculptor and architect"
"http://www.wikidata.org/entity/Q556102","Johann Eleazar Zeissig","German painter (1737-1806)"
"http://www.wikidata.org/entity/Q563515","Arnulf Rainer","Austrian artist"
"http://www.wikidata.org/entity/Q559312","Felix de Weldon","American sculptor (1907-2003)"
"http://www.wikidata.org/entity/Q560792","Allan Ramsay","Scottish portrait painter (1713-1784)"
"http://www.wikidata.org/entity/Q561184","Günther Förg","German visual artist (1952-2013)"
"http://www.wikidata.org/entity/Q561916","Henry Raeburn","British portrait painter (1756-1823)"
"http://www.wikidata.org/entity/Q565848","Anne Truitt","American artist (1921-2004)"
"http://www.wikidata.org/entity/Q568809","Peter Fischli & David Weiss","Swiss artist duo"
"http://www.wikidata.org/entity/Q569369","József Rippl-Rónai","Hungarian artist (1861-1927)"
"http://www.wikidata.org/entity/Q569598","Anselm van Hulle","Flemish painter (1601-1674)"
"http://www.wikidata.org/entity/Q569638","Anselmo Bucci","Italian painter, printmaker and writer (1887-1955)"
"http://www.wikidata.org/entity/Q570251","Martin Johann Schmidt","painter from Austria (1718-1801)"
"http://www.wikidata.org/entity/Q573224","Peter Ackermann","German graphic designer and painter (1934-2007)"
"http://www.wikidata.org/entity/Q577044","Jacob Matham","engraver from the Northern Netherlands"
"http://www.wikidata.org/entity/Q585067","Paul Ranson","French painter and writer (1861–1909)"
"http://www.wikidata.org/entity/Q585926","Antoine Coypel","French painter (1661-1722)"
"http://www.wikidata.org/entity/Q606053","Antonio de Pian","Austrian painter (1784-1851)"
"http://www.wikidata.org/entity/Q613852","John Robert Cozens","British artist"
"http://www.wikidata.org/entity/Q627132","Daniel Vierge","French illustrator (1851-1904)"
"http://www.wikidata.org/entity/Q632781","Giovanni Bernardi","Italian artist (1494-1553)"
"http://www.wikidata.org/entity/Q633574","Félix Bracquemond","French painter (1833-1914)"
"http://www.wikidata.org/entity/Q639413","Walter Gramatté","German artist (1897-1929)"
"http://www.wikidata.org/entity/Q655484","Hans Purrmann","German painter (1880-1966)"
"http://www.wikidata.org/entity/Q655535","Daniël Mijtens","Dutch painter (1590-1647)"
"http://www.wikidata.org/entity/Q657043","Max Ackermann","German artist (1887-1975)"
"http://www.wikidata.org/entity/Q659858","Seymour Lipton","American artist"
"http://www.wikidata.org/entity/Q663613","Jacob Toorenvliet","Dutch painter (1640-1719)"
"http://www.wikidata.org/entity/Q668099","Julius Hübner","German artist (1806-1882)"
"http://www.wikidata.org/entity/Q670135","Johann Carl Loth","German Baroque painter, mostly active in Venice (1632-1698)"
"http://www.wikidata.org/entity/Q671883","Théo van Rysselberghe","Belgian neo-impressionist painter (1862-1926)"
"http://www.wikidata.org/entity/Q677071","Tobias Stimmer","Swiss artist (1539-1584)"
"http://www.wikidata.org/entity/Q681448","Eugène Burnand","Swiss artist (1850-1921)"
"http://www.wikidata.org/entity/Q683378","John Baldessari","American artist (1931-2020)"
"http://www.wikidata.org/entity/Q684974","Gilbert & George","British artist duo"
"http://www.wikidata.org/entity/Q687059","Paul Troger","Austrian painter (1698-1762)"
"http://www.wikidata.org/entity/Q694774","Joseph Cornell","American artist (1903-1972)"
"http://www.wikidata.org/entity/Q695289","Fritz Wotruba","Austrian sculptor (23 April 1907, Vienna – 28 August 1975, Vienna)"
"http://www.wikidata.org/entity/Q700094","Ewald Mataré","German artist (1887-1965)"
"http://www.wikidata.org/entity/Q703331","Christian Schad","German artist (1894-1982)"
"http://www.wikidata.org/entity/Q703369","Walter Sickert","British artist (1860-1942)"
"http://www.wikidata.org/entity/Q705079","Francesco Bassano the Younger","Italian painter (1549-1592)"
"http://www.wikidata.org/entity/Q706519","Domenico Tintoretto","Italian painter (1560-1635)"
"http://www.wikidata.org/entity/Q708629","William Daniell","British artist (1769-1837)"
"http://www.wikidata.org/entity/Q709393","Hendrik van Steenwijk II","Flemish painter (1580-1649)"
"http://www.wikidata.org/entity/Q712326","Ernest James Bellocq","American photographer"
"http://www.wikidata.org/entity/Q712996","Minor White","American photographer"
"http://www.wikidata.org/entity/Q721253","Giacomo Leoni","Italian architect"
"http://www.wikidata.org/entity/Q720384","Giovanni Francesco Rustici","Italian artist (1474-1554)"
"http://www.wikidata.org/entity/Q732618","Charles-Louis Philippe","French writer"
"http://www.wikidata.org/entity/Q724401","Mark Kostabi","Estonian-American artist"
"http://www.wikidata.org/entity/Q724937","Gaspar van Wittel","landscape painter (1653-1736)"
"http://www.wikidata.org/entity/Q729057","Sisto Badalocchio","Italian painter (1585-1647)"
"http://www.wikidata.org/entity/Q732537","Francisco Herrera the Younger","Spanish artist (1622-1685)"
"http://www.wikidata.org/entity/Q744747","Bonifazio Veronese","Italian painter (1487-1553)"
"http://www.wikidata.org/entity/Q759588","Jan Miense Molenaer","painter from the Northern Netherlands (1610–1668)"
"http://www.wikidata.org/entity/Q782996","Nicholas Briot","French sculpteur and medalist"
"http://www.wikidata.org/entity/Q785355","Otto van Veen","Flemish painter, draughtsman and humanist"
"http://www.wikidata.org/entity/Q807594","Barbara Regina Dietzsch","German painter and draughtsperson (1706-1783)"
"http://www.wikidata.org/entity/Q826845","Giulio Paolini","Italian painter"
"http://www.wikidata.org/entity/Q830353","Johann Matthias Kager","German artist"
"http://www.wikidata.org/entity/Q822346","Bernard Childs","American painter (1910-1985)"
"http://www.wikidata.org/entity/Q822926","Bernardino Poccetti","Italian painter (1548-1612)"
"http://www.wikidata.org/entity/Q856749","Bicci di Lorenzo","Italian renaissance painter (1373-1452)"
"http://www.wikidata.org/entity/Q861385","Pellegrino Tibaldi","Italian painter and architect (1527-1596)"
"http://www.wikidata.org/entity/Q872147","Josef Rebell","Austrian artist (1787-1828)"
"http://www.wikidata.org/entity/Q562540","Augustus John","Welsh painter (1878–1961)"
"http://www.wikidata.org/entity/Q630165","Maso Finiguerra","Italian goldsmith, draftsman and engraver (1426–1464)"
"http://www.wikidata.org/entity/Q661176","Alexander Gardner","Scottish photographer (1821–1882)"
"http://www.wikidata.org/entity/Q702272","Johann Zoffany","German painter (1733–1810)"
"http://www.wikidata.org/entity/Q2857296","Antonio Gambello",NA
"http://www.wikidata.org/entity/Q1770335","George Dance the Younger","English architect, surveyor and portraitist (1741–1825)"
"http://www.wikidata.org/entity/Q1854445","Paulus Pontius","Flemish printmaker (1603-1658)"
"http://www.wikidata.org/entity/Q1926294","Thomas Annan","Scottish photographer (1829-1887))"
"http://www.wikidata.org/entity/Q2618073","James Adam","Scottish architect; (1732-1794)"
"http://www.wikidata.org/entity/Q1655654","Ian Tyson","Canadian singer-songwriter"
"http://www.wikidata.org/entity/Q1674836","Ronald Davis","American painter"
"http://www.wikidata.org/entity/Q1684067","Noël Le Mire","French designer"
"http://www.wikidata.org/entity/Q1690033","Joachim Deschler","German artist"
"http://www.wikidata.org/entity/Q1687024","Jenny Dalenoord","Dutch painter and illustrator (1918-2013)"
"http://www.wikidata.org/entity/Q1694948","Hans Jacob Ulrich","painter from Switzerland (1798-1877)"
"http://www.wikidata.org/entity/Q1695442","Martin Krafft","Austrian sculptor (1738-1781)"
"http://www.wikidata.org/entity/Q1698661","Johannes Wüsten","author and writer (1896-1943)"
"http://www.wikidata.org/entity/Q1701617","John Rubens Smith","American artist (1775-1849)"
"http://www.wikidata.org/entity/Q2910912","Boris Artzybasheff","Russian-born American illustrator (1899–1965)"
"http://www.wikidata.org/entity/Q1771158","Simon François Ravenet","French engraver"
"http://www.wikidata.org/entity/Q1769484","Niccolò da Bologna","Italian painter (1325-1403)"
"http://www.wikidata.org/entity/Q1818369","Lenz Klotz","Swiss draughtsperson and graphic designer"
"http://www.wikidata.org/entity/Q1819606","Jacob Abels","painter from the Netherlands (1803-1866)"
"http://www.wikidata.org/entity/Q1841142","Dirk Baksteen","Dutch painter (1886-1971)"
"http://www.wikidata.org/entity/Q1879485","Léonard Misonne","Belgian photographer"
"http://www.wikidata.org/entity/Q1871779","Louis Jean Desprez","French painter and architect (1743-1804)"
"http://www.wikidata.org/entity/Q1871921","Louis Pierre Gabriel Bernard Morel-Retz","French caricaturist and painter (1825-1899)"
"http://www.wikidata.org/entity/Q1893945","Marco Tintoretto","Italian painter (c.1560-1637)"
"http://www.wikidata.org/entity/Q1903690","Martin Engelbrecht","German copperplate engraver"
"http://www.wikidata.org/entity/Q1909425","Matthes Gebel","German sculptor"
"http://www.wikidata.org/entity/Q1906847","Francis Cleyn","German-born painter and tapestry designer who lived and worked in England (1582-1658)"
"http://www.wikidata.org/entity/Q1916013","Medardus Thoenert","German copperplate engraver (1754-1814)"
"http://www.wikidata.org/entity/Q1930725","Michel Fingesten","Czech painter (1884-1943)"
"http://www.wikidata.org/entity/Q1948061","Moritz Steinla","German copperplate engraver (1791-1858)"
"http://www.wikidata.org/entity/Q1948749","Morton Livingston Schamberg","American artist (1881-1918)"
"http://www.wikidata.org/entity/Q1984287","Martino Rota","Italian artist (1520-1583)"
"http://www.wikidata.org/entity/Q2001362","Theodoor Boeyermans","Flemish painter (1620-1678)"
"http://www.wikidata.org/entity/Q2017872","Michel Anguier","French sculptor (1612-1686)"
"http://www.wikidata.org/entity/Q2041910","Benedetto Bordone","Italian cartographer and illuminator"
"http://www.wikidata.org/entity/Q2087515","Philippe-Auguste Hennequin","French painter (1762-1833)"
"http://www.wikidata.org/entity/Q2092945","Pierre-Alexandre Wille","French painter and printmaker, 1748-1837"
"http://www.wikidata.org/entity/Q2101519","Hendrick Goudt","Dutch painter (1583-1648)"
"http://www.wikidata.org/entity/Q2119254","Jean-Bernard Restout","French painter (1732-1797)"
"http://www.wikidata.org/entity/Q2124452","Richard van Orley","Flemish painter (1663-1732)"
"http://www.wikidata.org/entity/Q2140000","Alexandre Falguière","French sculptor (1831-1900)"
"http://www.wikidata.org/entity/Q2179910","Sorel Etrog","Canadian sculptor and writer (1933-2014)"
"http://www.wikidata.org/entity/Q2207556","Jules Van Paemel","Belgian architect (1896-1968)"
"http://www.wikidata.org/entity/Q2218363","Samuel Hieronymus Grimm","Swiss landscape artist (1733-1794)"
"http://www.wikidata.org/entity/Q2282231","George Ault","American painter (1891-1948)"
"http://www.wikidata.org/entity/Q2283466","Pieter Cornelisz Kunst","painter (1484-1561)"
"http://www.wikidata.org/entity/Q2315989","Abel Grimmer","Flemish painter"
"http://www.wikidata.org/entity/Q2306932","Gregorio De Ferrari","Italian painter (1647-1726)"
"http://www.wikidata.org/entity/Q2348377","Paul Guigou","French painter (1834-1871)"
"http://www.wikidata.org/entity/Q2411299","Adrien Manglard","French painter and engraver (1695-1760)"
"http://www.wikidata.org/entity/Q2448752","Philips Vingboons","Dutch Golden Age architect"
"http://www.wikidata.org/entity/Q2475981","Roy DeCarava","Harlem Renaissance artist, founder in the field of black and white fine art photography (1919-2009)"
"http://www.wikidata.org/entity/Q2516536","Thomas Sutton","English photographer, author and inventor"
"http://www.wikidata.org/entity/Q2524442","Titian Peale","American ornithologist, entomologist, photographer, artist and explorer (1799-1885)"
"http://www.wikidata.org/entity/Q2525761","Benedetto Grazzini","Italian architect and sculptor (1474-1554)"
"http://www.wikidata.org/entity/Q2538308","Jacopino del Conte","Italian painter (1513-1598)"
"http://www.wikidata.org/entity/Q2575649","Elisabeth Frink","English sculptor and printmaker (1930-1993)"
"http://www.wikidata.org/entity/Q2578528","William Dunlap","American dramatist, painter, and historian"
"http://www.wikidata.org/entity/Q2579723","William Leighton Leitch","British artist (1804-1883)"
"http://www.wikidata.org/entity/Q2580416","William Rothenstein","British painter, printmaker, draughtsman, lecturer and writer on art (1872-1945)"
"http://www.wikidata.org/entity/Q2584135","Winfred Gaul","German painter (1928-2003)"
"http://www.wikidata.org/entity/Q2589652","Wolfgang Fräger","German sculptor and painter (1923-1983)"
"http://www.wikidata.org/entity/Q2604375","Pierre Le Gros the Elder","French artist"
"http://www.wikidata.org/entity/Q2598238","José del Castillo","Spanish painter and engraver (1737-1793)"
"http://www.wikidata.org/entity/Q2623038","Alessandro Maganza","Italian painter (1556-1632)"
"http://www.wikidata.org/entity/Q2636828","Alan Shields","American painter (1944-2005)"
"http://www.wikidata.org/entity/Q2645552","Simon Fokke","engraver from the Northern Netherlands (1712-1784)"
"http://www.wikidata.org/entity/Q2650678","Aloys Wach","Austrian painter (1892-1940)"
"http://www.wikidata.org/entity/Q2687759","Giovanni Battista Cipriani","Italian painter and engraver in England (1727-1785)"
"http://www.wikidata.org/entity/Q2706271","Jean-Pierre Houël","French engraver and painter (1735-1813)"
